design_label,design_size,no_of_instances,no_of_gates,no_of_inputs,no_of_outputs,num_macros,pin_density,congestion_risk_score
5079,24089,40538,2947,8,22,4208,0.6649,0.78
5080,10015,31849,12341,76,55,8444,0.7534,0.43
5081,9884,31987,18976,48,23,15960,0.5353,0.57
5082,19090,42344,13622,50,73,1174,0.6546,0.42
5083,24834,8876,3255,88,86,18884,0.5748,0.24
5084,14924,15121,4094,30,37,13502,0.2413,0.19
5085,21265,4427,3483,17,42,6540,0.4962,0.14
5086,3413,48143,6761,73,17,9028,0.2069,0.01
5087,11133,7714,7434,48,53,9217,0.6633,0.28
5088,10068,1345,17311,57,77,4979,0.5557,0.17
5089,16341,41111,17525,55,94,4338,0.2888,0.26
5090,26728,10455,3109,17,57,19380,0.5795,0.08
5091,24247,33405,15965,45,5,10441,0.8289,0.34
5092,6039,48792,7563,15,16,7965,0.4383,0.52
5093,14796,49104,13915,41,28,12723,0.8877,0.94
5094,14894,49792,1724,64,5,14313,0.8716,0.35
5095,2395,29814,9850,36,72,19470,0.7497,0.03
5096,22169,17298,19260,49,11,4125,0.7697,0.36
5097,1796,1515,19486,22,96,13439,0.4874,0.82
5098,11285,43898,14028,97,73,12509,0.4818,0.34
5099,27145,1752,16747,83,43,3717,0.8681,0.29
5100,18430,43725,16817,24,36,11181,0.4563,0.92
5101,12101,20546,5934,48,53,13792,0.2678,0.3
5102,14450,18840,18246,40,35,8846,0.3069,0.97
5103,19267,3910,18758,73,83,18970,0.6973,0.83
5104,3744,16669,13433,41,7,715,0.4681,0.68
5105,21725,34419,5298,37,51,19351,0.3395,0.6
5106,6520,13684,3479,86,19,1282,0.7697,0.22
5107,27176,26883,19725,23,55,12029,0.5421,0.73
5108,24041,33629,16661,55,86,8593,0.5973,0.35
5109,11937,12611,10306,36,89,10003,0.3078,0.49
5110,19129,9571,8253,26,78,19329,0.3349,0.1
5111,23073,45335,7815,5,25,7474,0.2881,0.3
5112,6453,6263,1572,58,94,6412,0.5602,0.53
5113,10641,16165,741,93,45,15889,0.743,0.47
5114,2032,44754,1789,24,7,4588,0.7126,0.34
5115,11586,18020,1575,62,5,14012,0.3829,0.47
5116,1857,39069,16503,39,25,6694,0.7961,0.74
5117,5185,48448,6301,74,79,4400,0.274,0.46
5118,5737,19254,10490,74,84,119,0.2798,0.51
5119,1216,40267,19557,65,25,7219,0.7945,0.7
5120,10859,20329,13910,67,79,4134,0.3711,0.84
5121,11791,49813,7699,65,99,13118,0.6957,0.53
5122,592,27097,1337,61,53,13188,0.2064,0.95
5123,27982,21201,13243,7,69,8370,0.2655,0.35
5124,8911,40491,8817,99,45,1556,0.6265,0.25
5125,27908,10427,15963,49,71,12330,0.3277,0.69
5126,24372,7287,15679,19,46,1698,0.2197,0.18
5127,28499,29785,5004,21,73,14161,0.5269,0.9
5128,6574,35048,794,19,61,3217,0.4314,0.39
5129,27056,34828,10769,9,47,18982,0.7616,0.7
5130,14485,38021,12452,90,16,1529,0.7732,0.57
5131,9838,7135,4626,50,82,5573,0.6301,0.05
5132,21442,11571,9266,15,68,57,0.4051,0.71
5133,14079,28560,16413,68,55,16653,0.5231,0.79
5134,11855,21171,17375,96,77,8966,0.6916,0.98
5135,9897,682,5100,18,64,14039,0.2485,0.42
5136,28428,48382,13998,43,75,6967,0.4327,0.5
5137,14707,26289,17201,71,84,2099,0.7757,0.87
5138,12967,15631,2488,59,32,3835,0.4842,0.27
5139,26566,16772,10432,46,75,7707,0.6373,0.19
5140,25951,40847,14713,79,18,9012,0.2674,0.13
5141,19227,20343,14119,98,36,17173,0.7439,0.98
5142,7966,3160,8869,9,12,10259,0.2703,0.27
5143,15549,13831,16810,56,31,13692,0.8031,0.76
5144,10785,12394,12128,26,54,16943,0.2746,0.45
5145,23644,20819,16523,81,63,18429,0.8236,0.24
5146,5551,47142,11097,48,61,1064,0.4546,0.91
5147,21742,49216,9307,89,7,19535,0.6372,0.46
5148,8648,26425,13855,63,31,17356,0.7926,0.57
5149,7286,22697,16262,29,98,10033,0.2072,0.22
5150,6202,2003,10346,25,38,5477,0.386,0.32
5151,25545,14651,14620,96,30,8262,0.8358,0.75
5152,25561,27851,2705,68,44,17498,0.4717,0.34
5153,26677,24378,14777,72,90,13859,0.6945,0.51
5154,25959,25753,17949,97,36,18333,0.298,0.11
5155,719,15241,3067,51,45,3593,0.6749,0.85
5156,982,2477,14192,39,6,17400,0.2512,0.74
5157,25472,33715,7393,91,76,13669,0.7021,0.76
5158,3742,47248,12389,11,11,3624,0.4267,0.18
5159,28101,27552,1623,60,23,90,0.5261,0.5
5160,1396,22825,5647,56,37,7031,0.3164,0.03
5161,29390,9624,3976,50,6,16696,0.6395,0.32
5162,14222,48099,10294,13,71,13655,0.4363,0.35
5163,24920,11798,3846,62,96,8195,0.4684,0.91
5164,2995,43439,8873,27,82,9274,0.6565,0.99
5165,23077,21275,10103,7,19,1869,0.3252,0.62
5166,17413,12414,17666,65,25,15408,0.7964,0.52
5167,5466,44297,18698,13,82,16561,0.7175,0.44
5168,8811,2465,18481,57,63,19012,0.6044,0.02
5169,19696,32117,585,72,86,12862,0.2898,0.8
5170,18893,32226,15751,53,43,16426,0.681,0.67
5171,8299,43472,7934,93,24,16188,0.2127,0.65
5172,10817,44234,11775,74,5,19645,0.7631,0.81
5173,3523,37923,6931,52,77,9135,0.4127,0.93
5174,10311,5722,13067,86,13,2856,0.282,0.39
5175,12882,30640,19531,11,55,2329,0.3151,0.43
5176,23460,49624,9517,35,42,5737,0.8742,0.98
5177,24078,40651,3123,60,97,12425,0.7417,0.66
5178,21642,2049,16013,65,19,18221,0.3665,0.85
5179,12574,49496,1075,96,88,10490,0.8744,0.22
5180,3767,42900,2101,9,45,15797,0.2981,0.32
5181,28347,32012,3671,34,98,10650,0.7135,0.39
5182,27477,32261,14455,26,51,16413,0.6597,0.32
5183,22457,44487,4453,21,30,2229,0.775,0.88
5184,22720,16608,3373,14,58,8418,0.4672,0.51
5185,8377,45692,19792,75,74,3173,0.4813,0.95
5186,27791,43813,5067,72,43,5715,0.6372,0.32
5187,12524,2019,6485,46,21,8263,0.4787,0.04
5188,18952,42695,19405,31,74,17086,0.2289,0.14
5189,22701,9717,15542,11,96,3440,0.7108,0.22
5190,20103,9832,13220,27,13,8409,0.6487,0.64
5191,18120,33398,19779,79,95,9114,0.4966,0.18
5192,8255,40717,5866,12,50,1831,0.412,0.38
5193,3683,7029,4654,12,10,7133,0.4245,0.8
5194,15615,37217,3474,9,72,18035,0.7187,0.12
5195,4109,14556,14678,75,20,19315,0.7104,0.08
5196,19810,44163,11911,90,91,1913,0.7732,0.54
5197,10510,21240,12551,6,91,771,0.7335,0.7
5198,24632,18285,19911,92,33,7292,0.7306,0.91
5199,18701,38024,2862,55,45,11578,0.3762,0.66
5200,5067,24340,94,70,72,7903,0.2711,0.95
5201,18853,21945,17067,16,66,16676,0.7332,0.24
5202,20122,9328,9452,51,44,6955,0.269,0.34
5203,10795,21786,19202,59,66,4688,0.8875,0.84
5204,9235,12020,8835,30,28,4422,0.8126,0.81
5205,5822,7532,14631,49,10,17887,0.5734,0.66
5206,27513,45071,1976,66,44,4221,0.4465,0.51
5207,27336,6289,906,74,74,14423,0.5688,0.02
5208,15614,28139,6038,91,62,12655,0.714,0.28
5209,11228,34010,8793,6,18,15737,0.7294,0.16
5210,4544,30326,4188,30,82,3551,0.2516,0.05
5211,7718,7714,11130,18,49,1236,0.7634,0.78
5212,20431,47121,16132,86,10,1431,0.649,0.13
5213,18160,21324,14920,61,27,14300,0.2284,0.36
5214,1296,18113,656,36,66,12666,0.4192,0.98
5215,12397,21546,8913,66,88,15823,0.5574,0.41
5216,2887,39773,5072,82,21,18338,0.3319,0.14
5217,23916,37757,16450,34,88,11908,0.3087,0.69
5218,26137,4939,19307,17,74,12275,0.21,0.81
5219,8027,36825,5199,44,32,11769,0.8381,0.28
5220,19802,30303,5361,35,17,1802,0.2393,0.81
5221,25342,657,2534,41,33,2004,0.4562,0.27
5222,23173,30766,15062,49,49,587,0.344,0.69
5223,2276,37489,15883,90,24,18824,0.7187,0.12
5224,20227,47800,19639,63,62,15795,0.695,0.43
5225,8892,33707,11091,32,85,9432,0.7644,0.52
5226,27328,24678,3857,65,58,3986,0.6318,0.73
5227,20906,9343,3223,23,68,17929,0.6142,0.65
5228,20308,9696,17907,47,56,6266,0.485,0.85
5229,28582,7098,14262,63,47,3420,0.6455,0.18
5230,9271,10229,19772,20,91,1309,0.2806,0.66
5231,2551,610,10249,73,22,5876,0.6792,0.13
5232,728,11696,2462,48,88,3080,0.2727,0.48
5233,9921,13074,16143,70,58,4745,0.8032,0.52
5234,7878,1237,18585,14,64,146,0.554,0.03
5235,3796,46568,3232,51,75,12815,0.5712,0.07
5236,28106,27997,1064,23,5,13359,0.6094,0.84
5237,20158,4766,18038,88,41,18928,0.7432,0.29
5238,20413,9006,17303,97,53,19180,0.5349,0.35
5239,19249,21918,6963,93,39,4093,0.4993,0.64
5240,20853,43346,2777,85,71,13636,0.4018,0.22
5241,13072,2754,2902,55,39,5189,0.2896,0.19
5242,8407,33858,9127,17,97,17018,0.3332,0.42
5243,5056,24304,19042,67,13,14812,0.2004,0.06
5244,10295,35028,1323,20,41,17387,0.8086,0.92
5245,17176,30652,7699,57,64,2947,0.7355,0.94
5246,19646,48004,2005,39,60,7578,0.3531,0.45
5247,1205,10436,8828,63,93,2080,0.2017,0.21
5248,19492,47137,4599,43,16,15719,0.5445,0.47
5249,18645,16306,15913,71,75,17027,0.4888,0.1
5250,15517,34931,11859,77,75,1881,0.7432,0.4
5251,24829,43663,8352,65,8,14412,0.482,0.07
5252,14288,18461,8150,54,65,9918,0.8049,0.71
5253,20183,41435,2961,57,49,6649,0.2671,0.28
5254,12702,9033,12141,50,99,161,0.4561,0.52
5255,20270,25916,9149,56,54,4520,0.8538,0.01
5256,9356,15719,5713,33,54,13676,0.2082,0.52
5257,20684,37787,11931,9,78,2223,0.4736,0.0
5258,14312,27043,14418,71,52,3128,0.3818,0.93
5259,2013,26919,16988,78,27,1433,0.5723,0.5
5260,25892,11841,8348,99,94,6771,0.3951,0.1
5261,22004,8898,3386,79,91,4020,0.8089,0.34
5262,10693,25243,6419,85,97,16795,0.856,0.05
5263,1872,49795,2584,44,12,5128,0.7944,0.53
5264,26636,32847,2276,76,87,2861,0.479,0.12
5265,19264,47434,19727,6,33,19256,0.893,0.47
5266,13096,33751,9635,72,47,14374,0.7145,0.31
5267,23907,21282,216,66,57,14056,0.4489,0.76
5268,29422,9515,10952,84,10,13991,0.2656,0.48
5269,2971,11185,3674,62,97,14781,0.6669,0.85
5270,13334,15108,18781,89,28,13674,0.71,0.94
5271,17144,22202,17838,73,78,955,0.2857,0.97
5272,22726,18552,9767,62,18,18316,0.5848,0.26
5273,27311,8220,12651,39,56,541,0.891,0.77
5274,10621,7920,13153,18,74,13765,0.4284,0.44
5275,28630,44769,13080,19,8,14762,0.4113,0.43
5276,10742,18270,2824,10,62,8782,0.8323,0.87
5277,1232,16359,9067,20,83,2936,0.2822,0.15
5278,799,22199,10200,91,41,12657,0.8535,0.48
5279,14634,9749,3789,99,52,14610,0.7456,0.59
5280,23954,30355,14961,50,43,16889,0.4736,0.07
5281,10330,41137,4514,67,96,700,0.2585,0.86
5282,6397,11905,12431,16,70,17738,0.2134,0.31
5283,12939,43247,13796,45,17,13845,0.4631,0.66
5284,7912,8844,4144,23,70,9045,0.6937,0.93
5285,29176,46153,2980,80,64,3434,0.5413,0.72
5286,4657,41341,813,81,45,4754,0.7171,0.89
5287,2279,32405,11602,6,36,11082,0.6694,0.07
5288,11130,25957,3500,24,56,11304,0.601,0.49
5289,9165,10779,19829,99,9,16152,0.8772,0.56
5290,8375,47473,14152,13,71,9555,0.7099,0.69
5291,17906,29929,1911,25,70,19079,0.8402,0.12
5292,15189,11085,10856,12,82,2103,0.3695,0.66
5293,27351,28387,13333,43,56,19948,0.6995,0.15
5294,3280,12491,16543,41,53,359,0.6185,0.07
5295,20800,4961,12486,33,33,15241,0.847,0.47
5296,28651,34464,8940,87,42,5171,0.5573,0.6
5297,6796,16963,15402,39,74,6947,0.3957,0.96
5298,9683,31599,5579,42,12,15655,0.4694,0.7
5299,27894,27894,15893,94,63,9856,0.3532,0.59
5300,28883,43023,8349,79,59,9064,0.354,0.21
5301,17098,8019,8630,39,6,9569,0.5293,0.15
5302,13969,43202,8666,72,30,16491,0.8248,0.61
5303,27647,20382,18928,7,67,1298,0.3343,0.22
5304,11857,47496,11207,16,21,16951,0.4015,0.71
5305,28252,34940,10241,36,63,18511,0.7971,0.11
5306,21054,42355,11817,51,92,18591,0.4375,0.34
5307,16754,5724,17961,67,99,6434,0.8737,0.77
5308,12358,33806,2076,30,20,16180,0.3882,0.83
5309,2568,8276,11008,47,62,3723,0.5095,0.35
5310,14308,33629,1905,81,68,5199,0.2669,0.21
5311,15142,13041,15113,48,54,18947,0.8945,0.96
5312,26066,1769,14965,42,89,6658,0.8231,0.76
5313,15739,39996,18031,33,30,10526,0.7723,0.81
5314,11646,20346,17282,59,21,17828,0.3101,0.22
5315,12427,44959,6008,56,50,18139,0.8786,0.42
5316,14370,40176,14755,23,72,9414,0.8504,0.07
5317,15623,20423,10158,39,54,18855,0.505,0.11
5318,29765,33994,19963,52,47,8841,0.6771,0.22
5319,14400,6121,18352,95,52,19938,0.8947,0.3
5320,20091,39305,5811,64,72,18733,0.4868,1.0
5321,10875,39907,738,35,23,17930,0.2791,0.42
5322,12365,37003,6356,7,29,6756,0.8074,0.7
5323,19559,47979,5122,39,76,14921,0.5335,0.9
5324,28582,44832,17789,92,22,11359,0.8909,0.25
5325,16773,8811,18121,56,55,6821,0.5856,0.14
5326,24604,8004,10959,75,22,16288,0.2206,0.24
5327,27156,35151,12763,55,62,2708,0.5442,0.88
5328,6714,21042,12664,60,68,11941,0.7026,0.67
5329,3352,24351,9371,25,75,2373,0.2182,0.45
5330,7515,25158,6136,5,61,2945,0.4894,0.82
5331,23255,35345,12781,57,21,1581,0.3089,0.24
5332,16762,3193,13391,10,63,11408,0.6502,0.24
5333,11216,25018,6717,86,71,15555,0.8701,0.57
5334,17064,7307,13026,66,90,13004,0.6372,0.79
5335,5058,9494,17424,93,19,831,0.6864,0.26
5336,24929,27074,12383,83,99,1475,0.4776,0.21
5337,4376,28272,5340,51,30,4978,0.5942,0.47
5338,24481,32383,13094,54,52,2601,0.5807,0.13
5339,4876,47709,17810,86,18,10565,0.7317,0.75
5340,17308,39095,13587,35,85,12663,0.7998,0.58
5341,3932,13380,15719,68,13,606,0.664,0.51
5342,25375,36403,16390,33,11,8754,0.8859,0.87
5343,15001,27553,16005,19,95,11460,0.7798,0.73
5344,5545,43450,2937,62,96,6488,0.2873,0.15
5345,1480,3013,15844,27,59,5836,0.5552,0.42
5346,28572,25865,14610,42,16,4201,0.8323,0.32
5347,9965,2440,1390,45,21,13249,0.8608,0.8
5348,27403,26279,11979,79,77,6143,0.4661,0.72
5349,23018,27973,144,19,12,15635,0.708,0.47
5350,14026,38157,19730,91,95,19333,0.4874,0.82
5351,19640,697,12890,7,46,5066,0.2866,0.41
5352,11680,29219,19126,87,80,6559,0.8192,0.8
5353,20791,15125,15806,5,41,12338,0.8524,0.03
5354,5734,7245,8176,92,24,3010,0.5533,0.13
5355,25059,35770,19715,79,5,8966,0.2128,0.76
5356,5910,41823,17931,98,13,17740,0.7712,0.11
5357,25017,7794,10973,15,28,17193,0.5339,0.68
5358,22418,4930,7103,64,38,14252,0.2525,0.72
5359,10279,24030,15222,69,40,16660,0.3326,0.66
5360,12351,23852,10985,80,8,8549,0.3065,0.82
5361,13231,42702,12517,8,33,19812,0.6804,0.51
5362,19593,10589,11123,29,91,10086,0.4096,0.9
5363,20566,32792,7741,76,20,5258,0.2894,0.57
5364,12807,15868,13820,83,12,7492,0.8424,0.51
5365,27474,43232,15738,47,95,10910,0.8696,0.51
5366,19724,2260,251,98,43,7095,0.297,0.91
5367,26664,46136,17932,44,62,16297,0.3612,0.24
5368,22512,20233,13879,89,16,7674,0.6145,0.7
5369,28090,47353,3136,99,48,18213,0.3054,0.24
5370,18333,35790,11355,95,8,13234,0.311,0.09
5371,24981,22970,2640,48,29,17019,0.4356,0.95
5372,28289,24596,7175,76,74,17812,0.8644,0.13
5373,2849,36672,7910,63,71,12599,0.8737,0.69
5374,13256,2468,5458,27,43,13032,0.7893,0.42
5375,23164,48025,1998,66,28,6979,0.687,0.84
5376,25811,40961,4013,27,89,6470,0.7045,0.77
5377,16689,36800,743,62,10,12052,0.5287,0.14
5378,23836,29303,5413,59,76,4081,0.5711,0.47
5379,21075,11652,12175,37,37,7492,0.6441,0.03
5380,3550,5708,11974,81,52,6410,0.7119,0.43
5381,7314,45767,5937,67,71,18281,0.2678,0.7
5382,20295,22585,10901,64,6,17475,0.3574,0.23
5383,11914,42160,7784,65,42,4889,0.8741,0.81
5384,28275,9962,9963,84,44,11727,0.4346,0.05
5385,27227,38399,16241,80,60,7401,0.3879,0.03
5386,5241,10512,5343,65,92,16676,0.4953,0.03
5387,28984,21454,13895,99,25,5595,0.4036,0.28
5388,24985,6444,13870,73,86,2150,0.2638,0.47
5389,2808,49627,2341,93,39,9491,0.3456,0.11
5390,18475,40755,14445,25,79,1787,0.6481,1.0
5391,15188,18093,12441,7,79,10160,0.3562,1.0
5392,24947,28782,2748,52,71,19188,0.6534,0.52
5393,11934,49026,11616,14,64,17826,0.2701,0.57
5394,12378,28515,9252,91,27,8489,0.2293,0.93
5395,10114,19423,14105,85,69,12350,0.8031,0.77
5396,3373,18097,1091,46,67,19866,0.732,0.17
5397,14467,3779,17991,93,27,13700,0.6662,0.79
5398,4638,29589,17641,70,90,7834,0.2216,0.23
5399,12641,40408,9922,95,46,18515,0.3675,0.43
5400,8812,9588,3671,50,98,9589,0.7686,0.53
5401,9268,39942,3402,13,68,13912,0.3013,0.72
5402,20206,4096,18112,53,70,16566,0.769,0.15
5403,3651,5795,10987,8,85,11865,0.609,0.08
5404,12397,30304,14652,64,45,1904,0.7183,0.87
5405,11065,23482,9022,94,24,11186,0.6512,0.83
5406,27228,14335,995,33,13,5127,0.4919,0.52
5407,2932,2466,19862,90,61,5390,0.4044,0.66
5408,28583,27567,8023,51,79,655,0.6709,0.72
5409,22163,47032,14168,81,21,12948,0.7648,0.48
5410,23063,6864,11340,91,82,13421,0.2313,0.26
5411,13522,25460,16433,67,86,15026,0.4659,0.48
5412,252,48395,19418,35,22,16565,0.4455,0.95
5413,22238,32023,19024,55,67,12730,0.5916,0.84
5414,11256,30275,10416,45,76,13150,0.2797,0.47
5415,11208,16392,1847,40,97,6207,0.8534,0.23
5416,2900,1714,11298,44,76,16095,0.584,0.89
5417,5410,21039,2307,99,30,17237,0.8466,0.64
5418,10044,47264,2247,64,96,11509,0.7719,0.4
5419,2710,18900,8272,19,76,13275,0.3341,0.11
5420,12167,23346,14202,82,88,3683,0.2926,0.75
5421,1204,49748,2962,92,76,2726,0.8029,0.32
5422,10828,49756,11054,34,82,1265,0.5753,0.61
5423,29666,31788,8924,34,17,18911,0.2138,0.57
5424,29883,28062,15466,31,21,15910,0.854,0.7
5425,23845,29864,6202,44,30,2314,0.5311,0.54
5426,20683,32570,7222,82,10,1019,0.4107,0.63
5427,20338,38601,19328,49,85,6678,0.5616,0.08
5428,7363,3316,3235,79,8,650,0.776,0.67
5429,28170,22172,19166,51,93,4505,0.2772,0.19
5430,2014,28342,9211,94,11,9574,0.4513,0.39
5431,23849,37232,15815,60,21,2766,0.4232,0.51
5432,19556,45137,17517,58,90,12758,0.7878,0.69
5433,25682,17961,4912,89,96,17215,0.7449,0.74
5434,506,46697,3120,13,54,1484,0.4801,0.7
5435,13789,5060,11990,69,10,14902,0.6651,0.1
5436,266,18881,8613,74,34,4388,0.4761,0.39
5437,608,41169,14981,5,78,15015,0.5999,0.28
5438,18145,31226,16635,90,60,2752,0.8939,0.4
5439,3764,41709,16522,17,43,8701,0.5749,0.65
5440,19973,22678,14822,42,18,16239,0.892,0.19
5441,13150,40598,14505,49,58,16965,0.723,0.5
5442,780,17983,6349,44,26,2027,0.2845,0.88
5443,19008,29882,10238,99,61,13887,0.7572,0.73
5444,18604,17079,12736,19,45,11519,0.3129,0.73
5445,21744,33846,14061,54,94,14110,0.5726,0.85
5446,29353,830,17988,6,14,340,0.6293,0.4
5447,4457,156,12924,57,6,6127,0.8246,0.76
5448,1463,31557,13491,99,71,10717,0.3473,0.06
5449,9623,2343,104,30,52,6664,0.8132,0.06
5450,2392,1801,4081,70,46,16946,0.8541,0.33
5451,1638,8403,9365,79,15,1689,0.2626,0.2
5452,3508,15200,19574,37,78,8496,0.8197,0.52
5453,24226,45866,1602,86,16,4866,0.3814,0.18
5454,8852,42261,7845,89,18,19071,0.2567,0.98
5455,25775,1047,5321,63,34,18399,0.871,0.85
5456,18387,20605,14715,99,64,16484,0.4745,0.98
5457,274,6653,165,30,81,849,0.6361,0.81
5458,26832,33625,3663,98,34,9989,0.587,0.95
5459,2330,14966,6422,25,42,6692,0.3492,0.37
5460,4387,30572,16180,53,79,16670,0.6687,0.5
5461,20644,44448,3887,84,69,16905,0.2323,0.24
5462,12212,5751,3583,75,95,2254,0.3422,0.64
5463,7206,7373,9660,90,51,7231,0.8613,0.79
5464,9789,10133,11158,75,43,6309,0.8675,0.5
5465,12146,3635,5881,70,53,8380,0.5379,0.3
5466,19655,18777,1344,41,77,14460,0.3184,0.51
5467,18051,17588,15713,18,62,17817,0.4951,0.06
5468,1251,41721,7600,76,94,11337,0.8139,0.72
5469,7719,1008,18509,97,93,18146,0.2492,0.45
5470,6133,4717,13880,11,21,3846,0.2895,0.9
5471,8660,42916,13081,42,10,18807,0.827,0.92
5472,5046,30531,11919,49,19,18133,0.4908,0.13
5473,24718,23553,5867,26,71,10378,0.2584,1.0
5474,2007,35179,18212,48,99,4160,0.2974,0.97
5475,3590,16120,12917,85,32,19806,0.8177,0.63
5476,19019,46453,12136,84,77,15727,0.5431,0.83
5477,4273,46885,10740,39,48,10125,0.3141,0.02
5478,11165,49423,16807,64,22,5631,0.8258,0.97
5479,26500,45420,14820,7,36,10558,0.7917,0.46
5480,17777,26662,14379,71,87,18820,0.2161,0.91
5481,4869,24473,10507,76,73,8633,0.6067,0.39
5482,4896,46205,10084,99,48,218,0.371,0.79
5483,13146,30264,18007,59,74,19642,0.5732,0.42
5484,14311,1985,17221,13,67,9427,0.3955,0.36
5485,23355,1149,1595,73,80,13106,0.4211,0.95
5486,28062,43371,13409,32,62,19161,0.6213,0.7
5487,19456,1261,13196,19,51,19943,0.5772,0.84
5488,20406,915,13548,95,21,16209,0.4766,0.54
5489,5097,36634,13221,35,43,13606,0.2753,0.92
5490,23516,27598,14252,63,63,4770,0.8786,0.74
5491,17476,25137,4424,86,11,18147,0.3222,0.07
5492,8212,36107,9899,58,67,2562,0.6432,0.77
5493,5387,14042,17040,72,61,13884,0.2579,0.02
5494,10678,27378,13386,89,79,6728,0.6818,0.83
5495,18724,8372,2626,51,38,2728,0.2664,0.33
5496,17960,33737,5101,46,57,331,0.3607,0.6
5497,6526,38394,16756,27,70,4976,0.6529,0.75
5498,11699,7841,10118,90,82,16863,0.3981,0.64
5499,489,4794,17017,69,86,10870,0.573,0.67
5500,1099,30406,11051,93,52,16055,0.2872,0.89
5501,12912,2034,8897,58,64,15891,0.3417,0.37
5502,15699,21656,4931,96,47,19646,0.7136,0.55
5503,1955,49955,8464,15,77,4682,0.2246,0.17
5504,8225,49186,18556,67,8,11187,0.2783,0.47
5505,13894,19007,7749,26,82,10559,0.3505,0.15
5506,25334,6259,16095,58,79,12226,0.2141,0.63
5507,2863,48587,18654,93,98,19097,0.2668,0.32
5508,20147,29258,5173,89,95,9177,0.397,0.86
5509,5086,20393,16261,40,97,10584,0.265,0.34
5510,1581,45861,3600,62,56,1738,0.8063,0.29
5511,23740,46681,10684,24,36,9124,0.2463,0.49
5512,3831,34032,12227,20,98,10761,0.8027,0.18
5513,23746,33487,216,96,94,866,0.776,0.2
5514,16935,40850,8359,60,98,3916,0.2705,0.78
5515,27151,3166,10051,97,55,13217,0.2176,0.5
5516,27898,21356,2256,54,14,727,0.235,0.21
5517,26213,41506,1300,94,16,10496,0.6133,0.03
5518,19577,35205,4608,70,86,13865,0.6692,0.47
5519,17366,5694,9913,78,43,18923,0.6345,0.74
5520,20892,2560,2201,17,84,7282,0.579,0.35
5521,20552,6920,5127,19,72,10556,0.3223,0.25
5522,29611,36310,15602,77,14,2496,0.7887,0.4
5523,10858,16291,2347,31,96,18322,0.4293,0.96
5524,19761,19195,9278,12,86,1770,0.8903,0.42
5525,16411,49194,2664,74,77,273,0.4694,0.26
5526,8666,10629,1929,54,90,13002,0.3841,0.57
5527,29222,32275,670,92,14,984,0.826,0.81
5528,11989,17775,8312,71,27,1358,0.5972,0.02
5529,24435,43258,18237,30,81,13547,0.7053,0.56
5530,11354,46898,1975,40,92,8467,0.4859,0.84
5531,21174,5474,17471,25,17,249,0.8208,0.22
5532,11542,26076,19617,81,52,15294,0.8424,0.92
5533,13621,13242,10603,56,93,15907,0.5057,0.58
5534,21079,12304,9680,15,48,5124,0.3685,0.52
5535,4659,7494,12053,12,97,15412,0.6534,0.96
5536,16299,49956,8726,61,84,6983,0.8682,0.13
5537,7391,33693,4948,50,68,18031,0.6357,0.74
5538,8260,42064,14651,82,44,16438,0.868,0.82
5539,212,11752,13186,6,10,16324,0.4407,0.49
5540,21615,49628,14628,68,76,8521,0.8406,0.01
5541,19681,33840,6171,56,86,7640,0.2788,0.52
5542,16024,44136,5839,69,47,3069,0.4512,0.15
5543,27054,543,19805,15,36,5407,0.5461,0.56
5544,26600,24003,16360,10,53,18798,0.6572,0.74
5545,16623,33622,17784,83,78,16560,0.4059,0.53
5546,1524,28280,13184,80,91,11038,0.847,0.63
5547,19433,48891,6535,68,23,4876,0.8324,0.1
5548,19652,21219,10030,97,88,3299,0.7595,0.1
5549,25192,10463,3675,59,56,11943,0.2801,0.85
5550,10908,43765,11562,48,56,19473,0.2548,0.05
5551,6143,38264,9001,90,38,66,0.5487,0.28
5552,7089,31641,8167,18,63,7133,0.7357,0.94
5553,23720,3565,9039,87,85,5125,0.2863,0.46
5554,6361,2811,16965,9,9,12616,0.649,0.67
5555,987,25298,11658,29,70,12789,0.5695,0.22
5556,19588,22588,648,54,45,10955,0.7082,0.27
5557,16533,38615,7478,77,38,12943,0.5048,0.51
5558,20435,23708,4954,75,58,10053,0.6853,0.64
5559,20044,27998,2959,86,24,12438,0.3117,0.96
5560,16502,2019,13601,6,58,15038,0.3502,0.57
5561,21305,31271,17112,14,70,6280,0.8323,0.1
5562,22824,46341,19818,6,96,8711,0.4306,0.37
5563,24542,20699,8972,64,22,1374,0.8899,0.24
5564,26149,17065,2075,49,48,3327,0.2323,0.25
5565,12353,47103,13270,12,52,1674,0.5471,0.51
5566,19090,48578,13240,62,39,7299,0.4275,0.32
5567,7946,14534,2816,11,83,16552,0.8972,0.29
5568,25127,46346,18532,91,43,7353,0.893,0.97
5569,6532,36749,441,76,7,7990,0.3647,0.58
5570,13552,2099,10985,25,23,10246,0.3871,0.26
5571,13495,14949,3834,51,91,6570,0.7248,0.28
5572,3865,11003,18119,5,87,2525,0.8228,0.81
5573,18922,49652,2964,16,22,2817,0.6646,0.89
5574,16050,47568,13293,79,98,9669,0.8053,0.68
5575,12602,5545,12332,52,87,16676,0.2443,0.43
5576,9841,35496,13015,98,9,5130,0.6484,0.76
5577,22842,18140,11555,8,59,12280,0.6901,0.94
5578,28150,49872,5001,38,17,13785,0.3332,0.17
5579,24803,346,7705,91,38,8257,0.7446,0.86
5580,6041,31253,4660,36,92,4661,0.861,0.85
